"marketplace","customer_id","review_id","product_id","product_parent","product_title","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","year","product_category"
"US","48286934","R14B2289V09RKQ","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Will make cool centerpieces for my party.","16581","2015","Toys"
"US","48824146","R29B84E3T2BKFP","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Great for classroom use.  Kids love them!  I used this in my Integer unit!","16641","2015","Toys"
"US","25744566","R229SGUTTRXOH","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Perfect for playing games with Seniors.","16652","2015","Toys"
"US","32257808","R1ZDNN8VTP6ZLT","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","2","3","N","Y","These are HUGE","Nice quality, was a huge hit at our Mad Hatter Tea Party.  Am purchasing a second set to use as decoration next time.  Thanks!","15986","2013","Toys"
"US","46332707","R2TRGDO9DKZ56E","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Four Stars","fun product. arrived as promised.","16395","2014","Toys"
"US","11487932","R3QEPWPEDKHI9U","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","super fun","i didn't think m wife, kids and friends would stop laughing when i showed themthese cards. The laughed even harder when it took two people to shuffle them.","16102","2014","Toys"
"US","11176234","R1HMHXXZNPDSD","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","nice","my  brother is legally blind and likes to play card they didn't work for him but they are still a nice product","16134","2014","Toys"
"US","43543408","RXRE7DGOGA9JJ","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","2","0","3","N","Y","Two Stars","Not fun for ring of fire like I thought it would be","16476","2015","Toys"
"US","48983400","R3W5CB5TJOEHZI","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","N","Five Stars","I recommend","16477","2015","Toys"
"US","49882","RM52K5XQ6GMAE","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Great","Great. We used them for our daughter's birthday with Alice in Wonderland theme and they looked great on the table.","16499","2015","Toys"
"US","38601535","R2ZWZIGWBAQJI2","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Exactly what I was looking fir.","I couldn't find these anywhere in my town.  Thank you.  Will be playing Catch 21!","16539","2015","Toys"
"US","19850611","R2GY9734E9MQGN","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","N","Five Stars","A GREAT GIFT!","16395","2014","Toys"
"US","29830501","R3KLYLMWT8VOVC","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Just as expected","16613","2015","Toys"
"US","342988","R1JATNRMDQLP6T","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","... them to make one of those ""52 things I love about you"" booklets for my boyfriend","I used them to make one of those &#34;52 things I love about you&#34; booklets for my boyfriend. They worked super well, although they are just as flimsy as regular playing cards, and with the size, I was scared I was going to break them the whole time.","16650","2015","Toys"
"US","10442588","R3UCN29MPF31KJ","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","1","3","4","N","Y","Not the Jumbo cards I was looking for","Yo what is this. I just received my cards today and they are a smaller deck. No where near the 8&#34;-11&#34; size listed in the description. Really.... -_-","16678","2015","Toys"
"US","15586502","R2U2NKJ0YT0MTK","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Great Buy","I got these for a gift exchange and they were a hit. It was a lot of fun playing with them after as well.","15340","2012","Toys"
"US","34395717","RLJOVMVL8X9J4","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Jumbo Playing Cards Great","These cards are great!  Good quality!  I used them for an Alice in Wonderland party, perfect!!","16532","2015","Toys"
"US","14456127","RKJXNI4RXV98P","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","They're great. Same thickness and slick texture as normal playing cards.","They're great. We will use them as decor for a casino themed party.","16542","2015","Toys"
"US","2495969","RAU6RQFFY0Z9U","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","very happy with my purchase, fast delivery","16545","2015","Toys"
"US","17102104","R1HBW5NYEQ9UA7","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","I love these cards","I love these cards!  They were exactly what I was seeking when I made the purchase.  The kids and I enjoy playing with these.","16553","2015","Toys"
"US","43941829","R3SR1HOSG9YXTA","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","great","we bought these cards for decoration on the walls for my grand daughters sweet 16 alice in wonderland party. BIG hit. after the party My grand daughter and her friends played cards with them. will recomend this seller to anyone.","15706","2013","Toys"
"US","44914951","R3QVD0PI00J6YT","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","My patients would have loved this product.","These cards are the best for low vision patients.  A good majority of my patients despite having large cards said they couldn't see the ones that I had at the hospital so they complained.  S & S makes jumbo cards for really blind people.  They work great.  It's hard not to see them.","15842","2013","Toys"
"US","13563635","R3TYTQPSPV22C","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","very satisfied","Love the cards and good shipping time. Very satisfied! Got the for a friend for Christmas and she loves them. Had a great game of go fish.","16092","2014","Toys"
"US","40177192","R14UZ67RWLRCXG","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Great fun cards","We needed to play cards in a room filled with people at a party and these were a perfect size to play the TV game &#34;card shark&#34; also known as &#34;play your cards right&#34; in the UK.","16097","2014","Toys"
"US","24858456","RXXVZ0XULDJ3A","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Dingo game","Its a great game and everyone in the big room can see the BIG cards without having to say it out aloud.","15882","2013","Toys"
"US","50513977","R3EQSQEX22VV9J","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","BIG CARDS!!!!!!!!!","These are some MASSIVE cards. I play solitaire with them a lot. THEY ARE GREAT,MASSIVE CARDS.<br />From your FRIEND ZACHMIESTER","16106","2014","Toys"
"US","29160045","R2N7ES9REIVQHB","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","great","Exactly as advertised, great quality","16384","2014","Toys"
"US","29624297","RVC0Z4JXEEZPF","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","very happy with the playing cards...used them for our auction and they were perfect.","16572","2015","Toys"
"US","49452109","R3JE1T114L4ICW","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Cool novelty item!","16646","2015","Toys"
"US","35322508","R34PF7BDRO9AXA","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Good sized","Just as expected - great for my Alice in Wonderland props.  But I did see them cheaper on another vendor site.  :(","16653","2015","Toys"
"US","34725088","RA86B08FCF3AL","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","N","My cards were blue not red!","cards are great quality but my set was blue - not red. I needed red.","16337","2014","Toys"
"US","36197154","RSG1MYY94K1QK","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","22","23","N","N","Super Size Jumbo Play Cards","These are wonderful cards.  They are great for home use and classroom use.  I use these cards as an attention grabbing manipulative to teach probability, sequencing, number games, fractions, recall (solitare), and many other math games.  They are so appealing that students want to learn math, and they provide those tactile skills you won't get with smaller decks of cards.      They're wonderful as a center activity for math centers or art centers.  I had one student who drew a perfect duplicate of the queen of hearts.  If you include them in a center, try to have at least two to four decks as students will argue over them.  They're relative inexpensive on Amazon.  If you can get your school to pickup the tab, all the better.     I try using the (7\\"" x 9\\"") cards in centers because it's quite an endeavor to house these in a center.  Also the super jumbo size might be an attractive nuisance--too much attention.  You know your students so be conscious of their inclinations.    I use them for both primary and secondary students (6th).  Even my high schoolers get a kick out of these cards--still babies.  There are also variations of the size of the cards.  These are the giant jumbo size. I use these and a smaller but larger size with my secondary students (7\\"" x 9\\"").  They are especially appealing to ESE students, ELL, and remedial students.    For example, divide the class into groups of three or four, lay the cards out on the floor or grass, and have each team flip three cards at once, if they match, the team gets to take those cards, if they don't match, the team must turn them over again.  The next team gets to try to recall where they saw the mate to the newly flipped card.  This is a huge game of solitare, but so much more exciting.     The skills and objectives are that students must be attentative, engaged, on-task, observant, listening, participating, focused, socially appropriate, strategic, thinking critically, and exposed to content area masterial, etc.     Forprobability, students get to have hands on experinece with the cards as a class.  The helpers lay out the cards and the class must determine how many cards are in the deck, how many diamonds, clubs, spades, and hearts, etc.  Students must figure out what are the chances of choosing a card that is a heart, diamond, spade, club, ace, black card, red card, 1,2,3..., and so on.        These cards go great with the following books that you can purchase on Amazon--inexpensive:    Gaslin, W. L., Lund, C., Gaslin, M. M. (2009).  Math games played with cards and dice k-1st.      Keatts, K. L.  (2000),  Mega fun card game math grades 1-3.    Lund, C.  (2009).  Math Games played with cards and dice 4-6.    Important note--If you're going to use them often, out of doors, or on the floor get them laminated. Students are rough on school supplies. Sometimes there's bad sportsmanship and they can get torn.","15048","2011","Toys"
"US","42566590","R2GL0KNT3YFDDK","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Super Giant Playing cards are fine","This product is fine. It is a giant deck of playing cards that can be seen from a distance. I use it for large groups to do magic tricks.","15573","2012","Toys"
"US","24584319","R1QXUFGSUWIFAZ","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","9","10","N","Y","School Principal","We used these cards to have some fun at our teacher pre-service week.  We played &#34;Card Sharks&#34; with them.  They were durable and worked perfect!","15923","2013","Toys"
"US","45100288","R3GGVC7F57YOGK","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Just what I needed","Exactly what I was looking for. Very fast shipping. I only wish I could have found bigger cards (kidding, these are huge). The box was slightly damaged though.","16028","2013","Toys"
"US","26391063","R1BHZM7WPC369C","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","love em","Great product and very good service. If you ever are in the need for giant cards this is where you should go. I recommend it","16144","2014","Toys"
"US","17552476","RRC7ZTHXWKBVD","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Great as a tool for splitting kids up into groups.","16445","2015","Toys"
"US","13882890","R1SLQ1IO5O58AG","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Excellent quality and nice packaging","Excellent quality and nice packaging. Ordered these for birthday party decorations and they will bee good for the purpose. However...one caution. I assumed they would be red because of the photo paired with the item description and they arrived as a blue deck. Still good quality but not what i was hoping for on the color.","16456","2015","Toys"
"US","19714756","R1IQ1X81UW3BQ6","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","14","14","N","Y","Five Stars","Fun to play with or for decor","16458","2015","Toys"
"US","36779710","RW3OADITQW24W","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Very cool, I do wish one of the decks had ...","created a card sculpture for an Alice in Wonderland backdrop.  Very cool, I do wish one of the decks had red  backs as pictured :(","16459","2015","Toys"
"US","948761","R2BMBOF96ETPP6","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","1","N","Y","Five Stars","amazing cards very fun","16461","2015","Toys"
"US","1762558","R2RZ7Z7EJ6KEZ6","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","1","N","Y","Childrens Interest","The Church Children have enjoyed these cards so much. They did not realize that we could get cards like these. Has really sparked their interest in our church activities.","16461","2015","Toys"
"US","4935526","R5P1MKTRXHFVR","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","These were awesome decorations at our Easter Wonderland Party.","16535","2015","Toys"
"US","47674357","R37PUQCK67VWEK","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","the kids love these.","16542","2015","Toys"
"US","14252609","R3IGXY7P7G5ONK","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Lots of Fun","The cards were great fun and the kids loved them. I just wish they were thicker and didn't bend so easily.","16082","2014","Toys"
"US","20799921","R21QVHWSVKCTOW","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Perfect","It was exactly what I expected: Super Jumbo Playing Cards. My dad loved them for Christmas. It was pretty perfect.","16116","2014","Toys"
"US","32982650","R1NZPVFOEMNCNR","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Fun!","Lots of fun.  Used for a meeting at work and for at home play.  Giant size makes it more fun.","16145","2014","Toys"
"US","7188735","ROGVENVG5YTRQ","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","fun cards","These really are big, tough to hold as a hand but fun for turning type games.  Kids love the size of them, and seem to find new version of lod games to play.","16146","2014","Toys"
"US","32790005","RJHA6NG0PQSWQ","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Very large.","16410","2014","Toys"
"US","35918435","R3IS0U61AYDBWL","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","3","0","4","N","Y","not could for my mom","there was nothing wrong with the cards but i rated them low because my mom could not use them. i wanted to return them but did not know if return shipping is free. the size and everything and the cost is fine.","16222","2014","Toys"
"US","22630205","RGY1AL9ODSOZF","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","3","0","2","N","Y","Three Stars","The cards really are much to big to really play any card game with.","16412","2014","Toys"
"US","12024758","R3NF75JYTFMOOQ","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","3","3","N","Y","Perfect Party Decorations","The large deck of cards was exactly as I expected.  I am haveing an Alice in Wonderland Halloween Party and the cards with decorate my gazebo with myQueen of Hearts decorations.","16246","2014","Toys"
"US","2555499","RYWXV27MT97LM","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Will be very useful in my B-Day Roaring 20's Party on 09/27/2014.","16316","2014","Toys"
"US","13457896","R3TU0JAJKX791D","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Great novelty item","Pick a card, any card!  Great novelty item!","16445","2015","Toys"
"US","17407203","R2JE0KEM5MVXUN","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Authentic full deck of cards.","16329","2014","Toys"
"US","36293502","R1SFBVVJCWBLOY","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","i can see them","16348","2014","Toys"
"US","46849028","R38EZRJ0BLG4FD","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Good Gag Gift","16457","2015","Toys"
"US","52382671","R3VWCLCHF8B238","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","A full deck of fun.","They worked so well and lent themselves to the theme of the party.  Thick enough to use as decor.","16481","2015","Toys"
"US","23069680","R3PKEYOQ18CH4T","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Great for Senior Citizens!","Easy to see.  These are perfect for a card matching game played at Nursing Home.  Sturdy quality.  Just what we needed.","15825","2013","Toys"
"US","42477558","R3UZ6D0FFFPI84","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Great quality!","Bought to make a collar for a Queen of Hearts costume.  These cards are great quality - nice and thick.  Not sure I would be playing a game of cards with them since they are so large, but they really did the trick to provide detail to a winning costume.","16596","2015","Toys"
"US","32029091","R3KLZ3EZWMW5S5","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Great cards for the kids!","16635","2015","Toys"
"US","34326256","R3NJ91E4Y1NYPC","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","GIANT cards!","these cards are for my grandson's sixth birthday and he specifically asked for them.  they are HUGE!  i haven't given them to him yet but he will love them.  they seem to be constructed well.  the reason for just four stars is because the box tore taking a card out.  they are packed in there pretty tightly.  other than that, i'm glad i bought them.","16673","2015","Toys"
"US","23504494","R8AM4M73CY2NO","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Big thanks!","Fun and in good shape!","16673","2015","Toys"
